name:en_aa,name:en_var,type_var,2014
Andhra Pradesh,Distributed clean energy service providers,ind,0.0
Andhra Pradesh,GHG management,param,1.182
Andhra Pradesh,Carbon offsets historical activity,ind,0.075
Andhra Pradesh,CDM risk,ind,0.025
Andhra Pradesh,Carbon offsets future potential,ind,0.0
Andhra Pradesh,GHG emissions reduction target,ind,0.0
Andhra Pradesh,GHG country registry,ind,0.0
Andhra Pradesh,GHG market-based instruments,ind,0.0
Andhra Pradesh,PMR & NAMA,ind,0.019
Andhra Pradesh,Voluntary GHG reporting by corporates,ind,0.001
Andhra Pradesh,Investor pressure – PRI signatories,ind,0.0
Andhra Pradesh,Corporate energy efficiency initiatives,ind,0.015
Andhra Pradesh,Corporate emission reduction policies,ind,0.004
Andhra Pradesh,Capacity building – env. business training,ind,0.038
Andhra Pradesh,Capacity building – think tanks,ind,0.0
Gujarat,Score,score,1.292
Gujarat,Enabling framework,param,1.401
Gujarat,Clean energy policies,ind,0.249
Gujarat,Power sector structure,ind,0.188
Gujarat,Distributed energy regulatory framework,ind,0.0
Gujarat,Clean energy rural electrification,ind,0.0
Gujarat,Energy access policies,ind,0.0
Gujarat,Policy barriers,ind,0.004
Gujarat,Clean energy installed capacity,ind,0.043
Gujarat,Growth rate of installed capacity,ind,0.0
Gujarat,Clean energy electricity generation,ind,0.012
Gujarat,Growth rate of electricity generation,ind,0.015
Gujarat,Biofuels production,ind,0.0
Gujarat,Growth rate biofuels production,ind,0.0
Gujarat,Average electricity spot prices,ind,0.026
Gujarat,Average retail electricity prices,ind,0.014
Gujarat,Average residential electricity prices,ind,0.0
Gujarat,Average commercial electricity prices,ind,0.0
Gujarat,Average industrial electricity prices,ind,0.0
Gujarat,Average kerosene prices,ind,0.0
Gujarat,Average diesel prices,ind,0.0
Gujarat,Growth rate of power demand,ind,0.007
Gujarat,Electrification rate,ind,0.002
Gujarat,Population using solid fuels for cooking,ind,0.0
Gujarat,Financing and Investments,param,0.675
Gujarat,Clean energy investments,ind,0.106
Gujarat,Growth rate of clean energy investments,ind,0.004
Gujarat,Asset finance investments,ind,0.0
Gujarat,Corporate finance investments,ind,0.0
Gujarat,VC/PE investments,ind,0.0
Gujarat,"Loans, grants, grant programs",ind,0.0
Gujarat,Local investments,ind,0.0
Gujarat,Number of Green MFI,ind,0.0
Gujarat,Green micro-loans,ind,0.0
Gujarat,Green micro-borrowers,ind,0.0
Gujarat,Average cost of green micro debt,ind,0.0
Gujarat,Average cost of debt,ind,0.053
Gujarat,Swap rate,ind,0.04
Gujarat,Value chains,param,2.141
Gujarat,Financial institutions in clean energy,ind,0.038
Gujarat,Value chains by clean energy sector,ind,0.237
Gujarat,Distributed clean energy value chains by sector,ind,0.0
Gujarat,Clean energy service providers,ind,0.047
Gujarat,Distributed clean energy service providers,ind,0.0
Gujarat,GHG management,param,1.265
Gujarat,Carbon offsets historical activity,ind,0.075
Gujarat,CDM risk,ind,0.038
Gujarat,Carbon offsets future potential,ind,0.0
Gujarat,GHG emissions reduction target,ind,0.0
Gujarat,GHG country registry,ind,0.0
Gujarat,GHG market-based instruments,ind,0.0
Gujarat,PMR & NAMA,ind,0.019
Gujarat,Voluntary GHG reporting by corporates,ind,0.001
Gujarat,Investor pressure – PRI signatories,ind,0.0
Gujarat,Corporate energy efficiency initiatives,ind,0.015
Gujarat,Corporate emission reduction policies,ind,0.004
Gujarat,Capacity building – env. business training,ind,0.038
Gujarat,Capacity building – think tanks,ind,0.0
Karnataka,Score,score,1.575
Karnataka,Enabling framework,param,1.914
Karnataka,Clean energy policies,ind,0.249
Karnataka,Power sector structure,ind,0.141
Karnataka,Distributed energy regulatory framework,ind,0.0
Karnataka,Clean energy rural electrification,ind,0.04
Karnataka,Energy access policies,ind,0.0
Karnataka,Policy barriers,ind,0.004
Karnataka,Clean energy installed capacity,ind,0.094
Karnataka,Growth rate of installed capacity,ind,0.0
Karnataka,Clean energy electricity generation,ind,0.03
Karnataka,Growth rate of electricity generation,ind,0.16
Karnataka,Biofuels production,ind,0.0
Karnataka,Growth rate biofuels production,ind,0.0
Karnataka,Average electricity spot prices,ind,0.026
Karnataka,Average retail electricity prices,ind,0.02
Karnataka,Average residential electricity prices,ind,0.0
Karnataka,Average commercial electricity prices,ind,0.0
Karnataka,Average industrial electricity prices,ind,0.0
Karnataka,Average kerosene prices,ind,0.0
Karnataka,Average diesel prices,ind,0.0
Karnataka,Growth rate of power demand,ind,0.0
Karnataka,Electrification rate,ind,0.002
Karnataka,Population using solid fuels for cooking,ind,0.0
Karnataka,Financing and Investments,param,0.906
Karnataka,Clean energy investments,ind,0.155
Karnataka,Growth rate of clean energy investments,ind,0.024
Karnataka,Asset finance investments,ind,0.0
Karnataka,Corporate finance investments,ind,0.0
Karnataka,VC/PE investments,ind,0.0
Karnataka,"Loans, grants, grant programs",ind,0.0
Karnataka,Local investments,ind,0.0
Karnataka,Number of Green MFI,ind,0.0
Karnataka,Green micro-loans,ind,0.0
Karnataka,Green micro-borrowers,ind,0.0
Karnataka,Average cost of green micro debt,ind,0.0
Karnataka,Average cost of debt,ind,0.053
Karnataka,Swap rate,ind,0.04
Karnataka,Value chains,param,1.941
Karnataka,Financial institutions in clean energy,ind,0.038
Karnataka,Value chains by clean energy sector,ind,0.197
Karnataka,Distributed clean energy value chains by sector,ind,0.0
Karnataka,Clean energy service providers,ind,0.056
Karnataka,Distributed clean energy service providers,ind,0.0
Karnataka,GHG management,param,1.599
Karnataka,Carbon offsets historical activity,ind,0.112
Karnataka,CDM risk,ind,0.012
Karnataka,Carbon offsets future potential,ind,0.0
Karnataka,GHG emissions reduction target,ind,0.0
Karnataka,GHG country registry,ind,0.0
Karnataka,GHG market-based instruments,ind,0.0
Karnataka,PMR & NAMA,ind,0.019
Karnataka,Voluntary GHG reporting by corporates,ind,0.001
Karnataka,Investor pressure – PRI signatories,ind,0.0
Karnataka,Corporate energy efficiency initiatives,ind,0.015
Karnataka,Corporate emission reduction policies,ind,0.004
Karnataka,Capacity building – env. business training,ind,0.038
Karnataka,Capacity building – think tanks,ind,0.038
Maharashtra,Score,score,1.286
Maharashtra,Enabling framework,param,1.514
Maharashtra,Clean energy policies,ind,0.249
Maharashtra,Power sector structure,ind,0.172
Maharashtra,Distributed energy regulatory framework,ind,0.0
Maharashtra,Clean energy rural electrification,ind,0.04
Maharashtra,Energy access policies,ind,0.0
Maharashtra,Policy barriers,ind,0.004
Maharashtra,Clean energy installed capacity,ind,0.051
Maharashtra,Growth rate of installed capacity,ind,0.0
Maharashtra,Clean energy electricity generation,ind,0.012
Maharashtra,Growth rate of electricity generation,ind,0.031
Maharashtra,Biofuels production,ind,0.0
Maharashtra,Growth rate biofuels production,ind,0.0
Maharashtra,Average electricity spot prices,ind,0.026
Maharashtra,Average retail electricity prices,ind,0.018
Maharashtra,Average residential electricity prices,ind,0.0
Maharashtra,Average commercial electricity prices,ind,0.0
Maharashtra,Average industrial electricity prices,ind,0.0
Maharashtra,Average kerosene prices,ind,0.0
Maharashtra,Average diesel prices,ind,0.0
Maharashtra,Growth rate of power demand,ind,0.0
Maharashtra,Electrification rate,ind,0.002
Maharashtra,Population using solid fuels for cooking,ind,0.0
Maharashtra,Financing and Investments,param,0.63
Maharashtra,Clean energy investments,ind,0.059
Maharashtra,Growth rate of clean energy investments,ind,0.038
Maharashtra,Asset finance investments,ind,0.0
Maharashtra,Corporate finance investments,ind,0.0
Maharashtra,VC/PE investments,ind,0.0
Maharashtra,"Loans, grants, grant programs",ind,0.0
Maharashtra,Local investments,ind,0.0
Maharashtra,Number of Green MFI,ind,0.0
Maharashtra,Green micro-loans,ind,0.0
Maharashtra,Green micro-borrowers,ind,0.0
Maharashtra,Average cost of green micro debt,ind,0.0
Maharashtra,Average cost of debt,ind,0.053
Maharashtra,Swap rate,ind,0.04
Maharashtra,Value chains,param,2.069
Maharashtra,Financial institutions in clean energy,ind,0.038
Maharashtra,Value chains by clean energy sector,ind,0.207
Maharashtra,Distributed clean energy value chains by sector,ind,0.0
Maharashtra,Clean energy service providers,ind,0.066
Maharashtra,Distributed clean energy service providers,ind,0.0
Maharashtra,GHG management,param,1.182
Maharashtra,Carbon offsets historical activity,ind,0.038
Maharashtra,CDM risk,ind,0.025
Maharashtra,Carbon offsets future potential,ind,0.0
Maharashtra,GHG emissions reduction target,ind,0.0
Maharashtra,GHG country registry,ind,0.0
Maharashtra,GHG market-based instruments,ind,0.0
Maharashtra,PMR & NAMA,ind,0.019
Maharashtra,Voluntary GHG reporting by corporates,ind,0.001
Maharashtra,Investor pressure – PRI signatories,ind,0.0
Maharashtra,Corporate energy efficiency initiatives,ind,0.015
Maharashtra,Corporate emission reduction policies,ind,0.004
Maharashtra,Capacity building – env. business training,ind,0.038
Maharashtra,Capacity building – think tanks,ind,0.038
Madhya Pradesh,Score,score,0.984
Madhya Pradesh,Enabling framework,param,1.295
Madhya Pradesh,Clean energy policies,ind,0.249
Madhya Pradesh,Power sector structure,ind,0.101
Madhya Pradesh,Distributed energy regulatory framework,ind,0.0
Madhya Pradesh,Clean energy rural electrification,ind,0.04
Madhya Pradesh,Energy access policies,ind,0.0
Madhya Pradesh,Policy barriers,ind,0.004
Madhya Pradesh,Clean energy installed capacity,ind,0.015
Madhya Pradesh,Growth rate of installed capacity,ind,0.001
Madhya Pradesh,Clean energy electricity generation,ind,0.002
Madhya Pradesh,Growth rate of electricity generation,ind,0.019
Madhya Pradesh,Biofuels production,ind,0.0
Madhya Pradesh,Growth rate biofuels production,ind,0.0
Madhya Pradesh,Average electricity spot prices,ind,0.026
Madhya Pradesh,Average retail electricity prices,ind,0.019
Madhya Pradesh,Average residential electricity prices,ind,0.0
Madhya Pradesh,Average commercial electricity prices,ind,0.0
Madhya Pradesh,Average industrial electricity prices,ind,0.0
Madhya Pradesh,Average kerosene prices,ind,0.0
Madhya Pradesh,Average diesel prices,ind,0.0
Madhya Pradesh,Growth rate of power demand,ind,0.039
Madhya Pradesh,Electrification rate,ind,0.002
Madhya Pradesh,Population using solid fuels for cooking,ind,0.0
Madhya Pradesh,Financing and Investments,param,0.822
Madhya Pradesh,Clean energy investments,ind,0.034
Madhya Pradesh,Growth rate of clean energy investments,ind,0.12
Madhya Pradesh,Asset finance investments,ind,0.0
Madhya Pradesh,Corporate finance investments,ind,0.0
Madhya Pradesh,VC/PE investments,ind,0.0
Madhya Pradesh,"Loans, grants, grant programs",ind,0.0
Madhya Pradesh,Local investments,ind,0.0
Madhya Pradesh,Number of Green MFI,ind,0.0
Madhya Pradesh,Green micro-loans,ind,0.0
Madhya Pradesh,Green micro-borrowers,ind,0.0
Madhya Pradesh,Average cost of green micro debt,ind,0.0
Madhya Pradesh,Average cost of debt,ind,0.053
Madhya Pradesh,Swap rate,ind,0.04
Madhya Pradesh,Value chains,param,0.72
Madhya Pradesh,Financial institutions in clean energy,ind,0.0
Madhya Pradesh,Value chains by clean energy sector,ind,0.099
Madhya Pradesh,Distributed clean energy value chains by sector,ind,0.0
Madhya Pradesh,Clean energy service providers,ind,0.009
Madhya Pradesh,Distributed clean energy service providers,ind,0.0
Madhya Pradesh,GHG management,param,0.765
Madhya Pradesh,Carbon offsets historical activity,ind,0.0
Madhya Pradesh,CDM risk,ind,0.038
Madhya Pradesh,Carbon offsets future potential,ind,0.0
Madhya Pradesh,GHG emissions reduction target,ind,0.0
Madhya Pradesh,GHG country registry,ind,0.0
Madhya Pradesh,GHG market-based instruments,ind,0.0
Madhya Pradesh,PMR & NAMA,ind,0.019
Madhya Pradesh,Voluntary GHG reporting by corporates,ind,0.001
Madhya Pradesh,Investor pressure – PRI signatories,ind,0.0
Madhya Pradesh,Corporate energy efficiency initiatives,ind,0.015
Madhya Pradesh,Corporate emission reduction policies,ind,0.004
Madhya Pradesh,Capacity building – env. business training,ind,0.038
Madhya Pradesh,Capacity building – think tanks,ind,0.0
Punjab,Score,score,1.037
Punjab,Enabling framework,param,1.245
Punjab,Clean energy policies,ind,0.249
Punjab,Power sector structure,ind,0.115
Punjab,Distributed energy regulatory framework,ind,0.0
Punjab,Clean energy rural electrification,ind,0.04
Punjab,Energy access policies,ind,0.0
Punjab,Policy barriers,ind,0.004
Punjab,Clean energy installed capacity,ind,0.039
Punjab,Growth rate of installed capacity,ind,0.0
Punjab,Clean energy electricity generation,ind,0.003
Punjab,Growth rate of electricity generation,ind,0.0
Punjab,Biofuels production,ind,0.0
Punjab,Growth rate biofuels production,ind,0.0
Punjab,Average electricity spot prices,ind,0.026
Punjab,Average retail electricity prices,ind,0.02
Punjab,Average residential electricity prices,ind,0.0
Punjab,Average commercial electricity prices,ind,0.0
Punjab,Average industrial electricity prices,ind,0.0
Punjab,Average kerosene prices,ind,0.0
Punjab,Average diesel prices,ind,0.0
Punjab,Growth rate of power demand,ind,0.0
Punjab,Electrification rate,ind,0.002
Punjab,Population using solid fuels for cooking,ind,0.0
Punjab,Financing and Investments,param,0.616
Punjab,Clean energy investments,ind,0.092
Punjab,Growth rate of clean energy investments,ind,0.0
Punjab,Asset finance investments,ind,0.0
Punjab,Corporate finance investments,ind,0.0
Punjab,VC/PE investments,ind,0.0
Punjab,"Loans, grants, grant programs",ind,0.0
Punjab,Local investments,ind,0.0
Punjab,Number of Green MFI,ind,0.0
Punjab,Green micro-loans,ind,0.0
Punjab,Green micro-borrowers,ind,0.0
Punjab,Average cost of green micro debt,ind,0.0
Punjab,Average cost of debt,ind,0.053
Punjab,Swap rate,ind,0.04
Punjab,Value chains,param,1.036
Punjab,Financial institutions in clean energy,ind,0.038
Punjab,Value chains by clean energy sector,ind,0.109
Punjab,Distributed clean energy value chains by sector,ind,0.0
Punjab,Clean energy service providers,ind,0.009
Punjab,Distributed clean energy service providers,ind,0.0
Punjab,GHG management,param,1.349
Punjab,Carbon offsets historical activity,ind,0.075
Punjab,CDM risk,ind,0.05
Punjab,Carbon offsets future potential,ind,0.0
Punjab,GHG emissions reduction target,ind,0.0
Punjab,GHG country registry,ind,0.0
Punjab,GHG market-based instruments,ind,0.0
Punjab,PMR & NAMA,ind,0.019
Punjab,Voluntary GHG reporting by corporates,ind,0.001
Punjab,Investor pressure – PRI signatories,ind,0.0
Punjab,Corporate energy efficiency initiatives,ind,0.015
Punjab,Corporate emission reduction policies,ind,0.004
Punjab,Capacity building – env. business training,ind,0.038
Punjab,Capacity building – think tanks,ind,0.0
Rajasthan,Score,score,1.263
Rajasthan,Enabling framework,param,1.371
Rajasthan,Clean energy policies,ind,0.249
Rajasthan,Power sector structure,ind,0.097
Rajasthan,Distributed energy regulatory framework,ind,0.0
Rajasthan,Clean energy rural electrification,ind,0.04
Rajasthan,Energy access policies,ind,0.0
Rajasthan,Policy barriers,ind,0.004
Rajasthan,Clean energy installed capacity,ind,0.086
Rajasthan,Growth rate of installed capacity,ind,0.0
Rajasthan,Clean energy electricity generation,ind,0.012
Rajasthan,Growth rate of electricity generation,ind,0.013
Rajasthan,Biofuels production,ind,0.0
Rajasthan,Growth rate biofuels production,ind,0.0
Rajasthan,Average electricity spot prices,ind,0.026
Rajasthan,Average retail electricity prices,ind,0.019
Rajasthan,Average residential electricity prices,ind,0.0
Rajasthan,Average commercial electricity prices,ind,0.0
Rajasthan,Average industrial electricity prices,ind,0.0
Rajasthan,Average kerosene prices,ind,0.0
Rajasthan,Average diesel prices,ind,0.0
Rajasthan,Growth rate of power demand,ind,0.0
Rajasthan,Electrification rate,ind,0.002
Rajasthan,Population using solid fuels for cooking,ind,0.0
Rajasthan,Financing and Investments,param,1.15
Rajasthan,Clean energy investments,ind,0.229
Rajasthan,Growth rate of clean energy investments,ind,0.023
Rajasthan,Asset finance investments,ind,0.0
Rajasthan,Corporate finance investments,ind,0.0
Rajasthan,VC/PE investments,ind,0.0
Rajasthan,"Loans, grants, grant programs",ind,0.0
Rajasthan,Local investments,ind,0.0
Rajasthan,Number of Green MFI,ind,0.0
Rajasthan,Green micro-loans,ind,0.0
Rajasthan,Green micro-borrowers,ind,0.0
Rajasthan,Average cost of green micro debt,ind,0.0
Rajasthan,Average cost of debt,ind,0.053
Rajasthan,Swap rate,ind,0.04
Rajasthan,Value chains,param,1.033
Rajasthan,Financial institutions in clean energy,ind,0.038
Rajasthan,Value chains by clean energy sector,ind,0.099
Rajasthan,Distributed clean energy value chains by sector,ind,0.0
Rajasthan,Clean energy service providers,ind,0.019
Rajasthan,Distributed clean energy service providers,ind,0.0
Rajasthan,GHG management,param,1.432
Rajasthan,Carbon offsets historical activity,ind,0.075
Rajasthan,CDM risk,ind,0.062
Rajasthan,Carbon offsets future potential,ind,0.0
Rajasthan,GHG emissions reduction target,ind,0.0
Rajasthan,GHG country registry,ind,0.0
Rajasthan,GHG market-based instruments,ind,0.0
Rajasthan,PMR & NAMA,ind,0.019
Rajasthan,Voluntary GHG reporting by corporates,ind,0.001
Rajasthan,Investor pressure – PRI signatories,ind,0.0
Rajasthan,Corporate energy efficiency initiatives,ind,0.015
Rajasthan,Corporate emission reduction policies,ind,0.004
Rajasthan,Capacity building – env. business training,ind,0.038
Rajasthan,Capacity building – think tanks,ind,0.0
Tamil Nadu,Score,score,1.432
Tamil Nadu,Enabling framework,param,1.497
Tamil Nadu,Clean energy policies,ind,0.249
Tamil Nadu,Power sector structure,ind,0.092
Tamil Nadu,Distributed energy regulatory framework,ind,0.0
Tamil Nadu,Clean energy rural electrification,ind,0.04
Tamil Nadu,Energy access policies,ind,0.0
Tamil Nadu,Policy barriers,ind,0.004
Tamil Nadu,Clean energy installed capacity,ind,0.116
Tamil Nadu,Growth rate of installed capacity,ind,0.0
Tamil Nadu,Clean energy electricity generation,ind,0.03
Tamil Nadu,Growth rate of electricity generation,ind,0.0
Tamil Nadu,Biofuels production,ind,0.0
Tamil Nadu,Growth rate biofuels production,ind,0.0
Tamil Nadu,Average electricity spot prices,ind,0.026
Tamil Nadu,Average retail electricity prices,ind,0.018
Tamil Nadu,Average residential electricity prices,ind,0.0
Tamil Nadu,Average commercial electricity prices,ind,0.0
Tamil Nadu,Average industrial electricity prices,ind,0.0
Tamil Nadu,Average kerosene prices,ind,0.0
Tamil Nadu,Average diesel prices,ind,0.0
Tamil Nadu,Growth rate of power demand,ind,0.021
Tamil Nadu,Electrification rate,ind,0.002
Tamil Nadu,Population using solid fuels for cooking,ind,0.0
Tamil Nadu,Financing and Investments,param,0.766
Tamil Nadu,Clean energy investments,ind,0.126
Tamil Nadu,Growth rate of clean energy investments,ind,0.011
Tamil Nadu,Asset finance investments,ind,0.0
Tamil Nadu,Corporate finance investments,ind,0.0
Tamil Nadu,VC/PE investments,ind,0.0
Tamil Nadu,"Loans, grants, grant programs",ind,0.0
Tamil Nadu,Local investments,ind,0.0
Tamil Nadu,Number of Green MFI,ind,0.0
Tamil Nadu,Green micro-loans,ind,0.0
Tamil Nadu,Green micro-borrowers,ind,0.0
Tamil Nadu,Average cost of green micro debt,ind,0.0
Tamil Nadu,Average cost of debt,ind,0.053
Tamil Nadu,Swap rate,ind,0.04
Tamil Nadu,Value chains,param,2.401
Tamil Nadu,Financial institutions in clean energy,ind,0.038
Tamil Nadu,Value chains by clean energy sector,ind,0.266
Tamil Nadu,Distributed clean energy value chains by sector,ind,0.0
Tamil Nadu,Clean energy service providers,ind,0.056
Tamil Nadu,Distributed clean energy service providers,ind,0.0
Tamil Nadu,GHG management,param,1.682
Tamil Nadu,Carbon offsets historical activity,ind,0.112
Tamil Nadu,CDM risk,ind,0.025
Tamil Nadu,Carbon offsets future potential,ind,0.0
Tamil Nadu,GHG emissions reduction target,ind,0.0
Tamil Nadu,GHG country registry,ind,0.0
Tamil Nadu,GHG market-based instruments,ind,0.0
Tamil Nadu,PMR & NAMA,ind,0.019
Tamil Nadu,Voluntary GHG reporting by corporates,ind,0.001
Tamil Nadu,Investor pressure – PRI signatories,ind,0.0
Tamil Nadu,Corporate energy efficiency initiatives,ind,0.015
Tamil Nadu,Corporate emission reduction policies,ind,0.004
Tamil Nadu,Capacity building – env. business training,ind,0.038
Tamil Nadu,Capacity building – think tanks,ind,0.038
Uttar Pradesh,Score,score,0.956
Uttar Pradesh,Enabling framework,param,1.164
Uttar Pradesh,Clean energy policies,ind,0.249
Uttar Pradesh,Power sector structure,ind,0.119
Uttar Pradesh,Distributed energy regulatory framework,ind,0.0
Uttar Pradesh,Clean energy rural electrification,ind,0.04
Uttar Pradesh,Energy access policies,ind,0.0
Uttar Pradesh,Policy barriers,ind,0.004
Uttar Pradesh,Clean energy installed capacity,ind,0.001
Uttar Pradesh,Growth rate of installed capacity,ind,0.0
Uttar Pradesh,Clean energy electricity generation,ind,0.003
Uttar Pradesh,Growth rate of electricity generation,ind,0.0
Uttar Pradesh,Biofuels production,ind,0.0
Uttar Pradesh,Growth rate biofuels production,ind,0.0
Uttar Pradesh,Average electricity spot prices,ind,0.026
Uttar Pradesh,Average retail electricity prices,ind,0.021
Uttar Pradesh,Average residential electricity prices,ind,0.0
Uttar Pradesh,Average commercial electricity prices,ind,0.0
Uttar Pradesh,Average industrial electricity prices,ind,0.0
Uttar Pradesh,Average kerosene prices,ind,0.0
Uttar Pradesh,Average diesel prices,ind,0.0
Uttar Pradesh,Growth rate of power demand,ind,0.0
Uttar Pradesh,Electrification rate,ind,0.002
Uttar Pradesh,Population using solid fuels for cooking,ind,0.0
Uttar Pradesh,Financing and Investments,param,0.401
Uttar Pradesh,Clean energy investments,ind,0.026
Uttar Pradesh,Growth rate of clean energy investments,ind,0.002
Uttar Pradesh,Asset finance investments,ind,0.0
Uttar Pradesh,Corporate finance investments,ind,0.0
Uttar Pradesh,VC/PE investments,ind,0.0
Uttar Pradesh,"Loans, grants, grant programs",ind,0.0
Uttar Pradesh,Local investments,ind,0.0
Uttar Pradesh,Number of Green MFI,ind,0.0
Uttar Pradesh,Green micro-loans,ind,0.0
Uttar Pradesh,Green micro-borrowers,ind,0.0
Uttar Pradesh,Average cost of green micro debt,ind,0.0
Uttar Pradesh,Average cost of debt,ind,0.053
Uttar Pradesh,Swap rate,ind,0.04
Uttar Pradesh,Value chains,param,1.368
Uttar Pradesh,Financial institutions in clean energy,ind,0.0
Uttar Pradesh,Value chains by clean energy sector,ind,0.168
Uttar Pradesh,Distributed clean energy value chains by sector,ind,0.0
Uttar Pradesh,Clean energy service providers,ind,0.038
Uttar Pradesh,Distributed clean energy service providers,ind,0.0
Uttar Pradesh,GHG management,param,1.099
Uttar Pradesh,Carbon offsets historical activity,ind,0.038
Uttar Pradesh,CDM risk,ind,0.05
Uttar Pradesh,Carbon offsets future potential,ind,0.0
Uttar Pradesh,GHG emissions reduction target,ind,0.0
Uttar Pradesh,GHG country registry,ind,0.0
Uttar Pradesh,GHG market-based instruments,ind,0.0
Uttar Pradesh,PMR & NAMA,ind,0.019
Uttar Pradesh,Voluntary GHG reporting by corporates,ind,0.001
Uttar Pradesh,Investor pressure – PRI signatories,ind,0.0
Uttar Pradesh,Corporate energy efficiency initiatives,ind,0.015
Uttar Pradesh,Corporate emission reduction policies,ind,0.004
Uttar Pradesh,Capacity building – env. business training,ind,0.038
Uttar Pradesh,Capacity building – think tanks,ind,0.0
West Bengal,Score,score,1.043
West Bengal,Enabling framework,param,1.314
West Bengal,Clean energy policies,ind,0.249
West Bengal,Power sector structure,ind,0.143
West Bengal,Distributed energy regulatory framework,ind,0.0
West Bengal,Clean energy rural electrification,ind,0.04
West Bengal,Energy access policies,ind,0.0
West Bengal,Policy barriers,ind,0.004
West Bengal,Clean energy installed capacity,ind,0.004
West Bengal,Growth rate of installed capacity,ind,0.0
West Bengal,Clean energy electricity generation,ind,0.003
West Bengal,Growth rate of electricity generation,ind,0.036
West Bengal,Biofuels production,ind,0.0
West Bengal,Growth rate biofuels production,ind,0.0
West Bengal,Average electricity spot prices,ind,0.026
West Bengal,Average retail electricity prices,ind,0.019
West Bengal,Average residential electricity prices,ind,0.0
West Bengal,Average commercial electricity prices,ind,0.0
West Bengal,Average industrial electricity prices,ind,0.0
West Bengal,Average kerosene prices,ind,0.0
West Bengal,Average diesel prices,ind,0.0
West Bengal,Growth rate of power demand,ind,0.0
West Bengal,Electrification rate,ind,0.002
West Bengal,Population using solid fuels for cooking,ind,0.0
West Bengal,Financing and Investments,param,0.333
West Bengal,Clean energy investments,ind,0.007
West Bengal,Growth rate of clean energy investments,ind,0.0
West Bengal,Asset finance investments,ind,0.0
West Bengal,Corporate finance investments,ind,0.0
West Bengal,VC/PE investments,ind,0.0
West Bengal,"Loans, grants, grant programs",ind,0.0
West Bengal,Local investments,ind,0.0
West Bengal,Number of Green MFI,ind,0.0
West Bengal,Green micro-loans,ind,0.0
West Bengal,Green micro-borrowers,ind,0.0
West Bengal,Average cost of green micro debt,ind,0.0
West Bengal,Average cost of debt,ind,0.053
West Bengal,Swap rate,ind,0.04
West Bengal,Value chains,param,1.941
West Bengal,Financial institutions in clean energy,ind,0.038
West Bengal,Value chains by clean energy sector,ind,0.197
West Bengal,Distributed clean energy value chains by sector,ind,0.0
West Bengal,Clean energy service providers,ind,0.056
West Bengal,Distributed clean energy service providers,ind,0.0
West Bengal,GHG management,param,0.849
West Bengal,Carbon offsets historical activity,ind,0.0
West Bengal,CDM risk,ind,0.05
West Bengal,Carbon offsets future potential,ind,0.0
West Bengal,GHG emissions reduction target,ind,0.0
West Bengal,GHG country registry,ind,0.0
West Bengal,GHG market-based instruments,ind,0.0
West Bengal,PMR & NAMA,ind,0.019
West Bengal,Voluntary GHG reporting by corporates,ind,0.001
West Bengal,Investor pressure – PRI signatories,ind,0.0
West Bengal,Corporate energy efficiency initiatives,ind,0.015
West Bengal,Corporate emission reduction policies,ind,0.004
West Bengal,Capacity building – env. business training,ind,0.038
West Bengal,Capacity building – think tanks,ind,0.0
Jamaica,Score,score,0.802
Jamaica,Enabling framework,param,1.0
Jamaica,Clean energy policies,ind,0.124
Jamaica,Power sector structure,ind,0.062
Jamaica,Distributed energy regulatory framework,ind,0.0
Jamaica,Clean energy rural electrification,ind,0.04
Jamaica,Energy access policies,ind,0.0
Jamaica,Policy barriers,ind,0.004
Jamaica,Clean energy installed capacity,ind,0.02
Jamaica,Growth rate of installed capacity,ind,0.0
Jamaica,Clean energy electricity generation,ind,0.01
Jamaica,Growth rate of electricity generation,ind,0.0
Jamaica,Biofuels production,ind,0.0
Jamaica,Growth rate biofuels production,ind,0.0
Jamaica,Average electricity spot prices,ind,0.0
Jamaica,Average retail electricity prices,ind,0.139
Jamaica,Average residential electricity prices,ind,0.0
Jamaica,Average commercial electricity prices,ind,0.0
Jamaica,Average industrial electricity prices,ind,0.0
Jamaica,Average kerosene prices,ind,0.0
Jamaica,Average diesel prices,ind,0.0
Jamaica,Growth rate of power demand,ind,0.0
Jamaica,Electrification rate,ind,0.002
Jamaica,Population using solid fuels for cooking,ind,0.0
Jamaica,Financing and Investments,param,0.242
Jamaica,Clean energy investments,ind,0.01
Jamaica,Growth rate of clean energy investments,ind,0.0
Jamaica,Asset finance investments,ind,0.0
Jamaica,Corporate finance investments,ind,0.0
Jamaica,VC/PE investments,ind,0.0
Jamaica,"Loans, grants, grant programs",ind,0.0
Jamaica,Local investments,ind,0.0
Jamaica,Number of Green MFI,ind,0.0
Jamaica,Green micro-loans,ind,0.0
Jamaica,Green micro-borrowers,ind,0.0
Jamaica,Average cost of green micro debt,ind,0.0
Jamaica,Average cost of debt,ind,0.031
Jamaica,Swap rate,ind,0.032
Jamaica,Value chains,param,1.026
Jamaica,Financial institutions in clean energy,ind,0.075
Jamaica,Value chains by clean energy sector,ind,0.079
Jamaica,Distributed clean energy value chains by sector,ind,0.0
Jamaica,Clean energy service providers,ind,0.0
Jamaica,Distributed clean energy service providers,ind,0.0
Jamaica,GHG management,param,1.176
Jamaica,Carbon offsets historical activity,ind,0.0
